Country,Activity,Commodity,Sub-commodity,2020
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-alloys,25649.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-chrome,3182.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-manganese,560.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-molybdenum,7317.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-nickel,516.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-niobium,19.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-silico-chrome,60.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-silico-magnesium,78.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-silico-manganese,116.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-silicon,1263.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-titanium & Fe-Si-Ti,12014.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-tungsten & Fe-Si-W,0.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Ferro-vanadium,32.0
United Kingdom,exports,iron_steel_and_ferro-alloys,"Ingots, blooms",
United Kingdom,exports,iron_steel_and_ferro-alloys,Pig iron,11148.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Scrap,6704643.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Silicon metal,2735.0
United Kingdom,exports,iron_steel_and_ferro-alloys,Sponge & powder,30514.0
