Country,Activity,Commodity,Sub-commodity,2020
United Kingdom,exports,sulphur_and_pyrites,Pyrites                                           ,556.0
United Kingdom,exports,sulphur_and_pyrites,Sulphur,
United Kingdom,exports,sulphur_and_pyrites,Sulphur,
United Kingdom,exports,sulphur_and_pyrites,Sulphur,
