Country,Activity,Commodity,Sub-commodity,2020
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-alloys,134647.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-chrome,35326.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-manganese,35824.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-molybdenum,271.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-nickel,5941.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-niobium,445.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-silico-chrome,6.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-silico-magnesium,638.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-silico-manganese,28469.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-silicon,24610.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-titanium & Fe-Si-Ti,198.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-tungsten & Fe-Si-W,51.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Ferro-vanadium,160.0
United Kingdom,imports,iron_steel_and_ferro-alloys,"Ingots, blooms",
United Kingdom,imports,iron_steel_and_ferro-alloys,Pig iron,21592.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Scrap,363325.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Silicon metal,76564.0
United Kingdom,imports,iron_steel_and_ferro-alloys,Sponge & powder,19677.0
