Country,Activity,Commodity,Sub-commodity,2020
Algeria,production,kaolin,,100000.0
Argentina,production,kaolin,,20628.0
Australia,production,kaolin,,170130.0
Austria,production,kaolin,,16000.0
Belgium,production,kaolin,,300000.0
Bosnia & Herzegovina,production,kaolin,,108174.0
Brazil,production,kaolin,,1239591.0
Bulgaria,production,kaolin,,322000.0
Burkina Faso,production,kaolin,,40.0
Chile,production,kaolin,,38789.0
China,production,kaolin,,5000000.0
Colombia,production,kaolin,,10304.0
Cuba,production,kaolin,,2000.0
Czech Republic,production,kaolin,,626000.0
Ecuador,production,kaolin,,0.0
Egypt,production,kaolin,,220000.0
Eritrea,production,kaolin,,0.0
Ethiopia,production,kaolin,,10000.0
France,production,kaolin,,197817.0
Germany,production,kaolin,,755000.0
Guatemala,production,kaolin,,402.0
India,production,kaolin,,74000.0
Indonesia,production,kaolin,,300000.0
Iran,production,kaolin,,1600000.0
Italy,production,kaolin,,180000.0
Japan,production,kaolin,,12000.0
Jordan,production,kaolin,,100000.0
Kenya,production,kaolin,,1600.0
Korea (Rep. of),production,kaolin,,393236.0
Madagascar,production,kaolin,,220.0
Malaysia,production,kaolin,,301503.0
Mexico,production,kaolin,,600000.0
New Zealand,production,kaolin,,51000.0
Nigeria,production,kaolin,,7033.0
Oman,production,kaolin,,43300.0
Pakistan,production,kaolin,,16000.0
Paraguay,production,kaolin,,6000.0
Peru,production,kaolin,,12536.0
Philippines,production,kaolin,,10000.0
Poland,production,kaolin,,118000.0
Portugal,production,kaolin,,320655.0
Romania,production,kaolin,,0.0
Russia,production,kaolin,,1550000.0
Saudi Arabia,production,kaolin,,227000.0
Serbia,production,kaolin,,234000.0
Slovakia,production,kaolin,,30960.0
South Africa,production,kaolin,,20639.0
Spain,production,kaolin,,210808.0
Sri Lanka,production,kaolin,,2000.0
Sudan,production,kaolin,,19700.0
Taiwan,production,kaolin,,404.0
Tanzania,production,kaolin,,98454.0
Thailand,production,kaolin,,71051.0
Turkey,production,kaolin,,1224746.0
USA,production,kaolin,,4600000.0
Uganda,production,kaolin,,323.0
Ukraine,production,kaolin,,1680891.0
Uzbekistan,production,kaolin,,495801.0
Venezuela,production,kaolin,,3000.0
Vietnam,production,kaolin,,100000.0
