Country,Activity,Commodity,Sub-commodity,2020
Algeria,production,feldspar,,170000.0
Argentina,production,feldspar,,32000.0
Australia,production,feldspar,,6700.0
Austria,production,feldspar,,35000.0
Brazil,production,feldspar,,400000.0
Chile,production,feldspar,,329.0
China,production,feldspar,,2000000.0
Colombia,production,feldspar,,80601.0
Cuba,production,feldspar,,14100.0
Czech Republic,production,feldspar,,419000.0
Ecuador,production,feldspar,,40000.0
Egypt,production,feldspar,,230000.0
Ethiopia,production,feldspar,,600.0
Finland,production,feldspar,,16137.0
France,production,feldspar,,450000.0
Germany,production,feldspar,,213899.0
Greenland,production,feldspar,,20000.0
Guatemala,production,feldspar,,25578.0
India,production,feldspar,,4300000.0
Indonesia,production,feldspar,,11000.0
Iran,production,feldspar,,2400000.0
Italy,production,feldspar,,4000000.0
Japan,production,feldspar,,100000.0
Korea (Rep. of),production,feldspar,,415426.0
Malaysia,production,feldspar,,0.0
Mexico,production,feldspar,,318120.0
Morocco,production,feldspar,,40000.0
Nigeria,production,feldspar,,19453.0
North Macedonia,production,feldspar,,13115.0
Norway,production,feldspar,,88000.0
Pakistan,production,feldspar,,340000.0
Peru,production,feldspar,,24132.0
Philippines,production,feldspar,,46000.0
Poland,production,feldspar,,590000.0
Portugal,production,feldspar,,204843.0
Romania,production,feldspar,,20000.0
Russia,production,feldspar,,294000.0
Saudi Arabia,production,feldspar,,220000.0
Serbia,production,feldspar,,20000.0
Slovakia,production,feldspar,,29140.0
South Africa,production,feldspar,,48392.0
Spain,production,feldspar,,750000.0
Sri Lanka,production,feldspar,,26000.0
Sudan,production,feldspar,,25000.0
Sweden,production,feldspar,,20000.0
Taiwan,production,feldspar,,0.0
Thailand,production,feldspar,,1105344.0
Turkey,production,feldspar,,10050911.0
USA,production,feldspar,,420000.0
Ukraine,production,feldspar,,30000.0
Uruguay,production,feldspar,,208.0
Uzbekistan,production,feldspar,,63595.0
Venezuela,production,feldspar,,30000.0
Vietnam,production,feldspar,,100000.0
