Country,Activity,Commodity,Sub-commodity,2020
Algeria,production,bentonite_and_fuller's_earth,Bentonite                                         ,36000.0
Angola,production,bentonite_and_fuller's_earth,Fuller's earth                                    ,98000.0
Argentina,production,bentonite_and_fuller's_earth,Bentonite                                         ,46288.0
Armenia,production,bentonite_and_fuller's_earth,Bentonite                                         ,5956.0
Australia,production,bentonite_and_fuller's_earth,Bentonite                                         ,42713.0
Australia,production,bentonite_and_fuller's_earth,Fuller's earth                                    ,9000.0
Azerbaijan,production,bentonite_and_fuller's_earth,Bentonite                                         ,155112.0
Bolivia,production,bentonite_and_fuller's_earth,Bentonite                                         ,0.0
Bosnia & Herzegovina,production,bentonite_and_fuller's_earth,Bentonite                                         ,69183.0
Brazil,production,bentonite_and_fuller's_earth,Bentonite                                         ,350000.0
Bulgaria,production,bentonite_and_fuller's_earth,Bentonite                                         ,54000.0
Burma,production,bentonite_and_fuller's_earth,Bentonite                                         ,500.0
Chile,production,bentonite_and_fuller's_earth,Bentonite                                         ,170.0
China,production,bentonite_and_fuller's_earth,Bentonite                                         ,2000000.0
Colombia,production,bentonite_and_fuller's_earth,Bentonite                                         ,9000.0
Cuba,production,bentonite_and_fuller's_earth,Bentonite                                         ,486.0
Cyprus,production,bentonite_and_fuller's_earth,Bentonite                                         ,92645.0
Czech Republic,production,bentonite_and_fuller's_earth,Bentonite                                         ,226000.0
Denmark,production,bentonite_and_fuller's_earth,Bentonite                                         ,40054.0
Egypt,production,bentonite_and_fuller's_earth,Bentonite                                         ,500.0
France,production,bentonite_and_fuller's_earth,Bentonite                                         ,36000.0
Georgia,production,bentonite_and_fuller's_earth,Bentonite                                         ,25872.0
Germany,production,bentonite_and_fuller's_earth,Bentonite                                         ,335000.0
Greece,production,bentonite_and_fuller's_earth,Attapulgite                                       ,28050.0
Greece,production,bentonite_and_fuller's_earth,Bentonite                                         ,1170000.0
Guatemala,production,bentonite_and_fuller's_earth,Bentonite                                         ,371.0
Hungary,production,bentonite_and_fuller's_earth,Bentonite                                         ,30000.0
India,production,bentonite_and_fuller's_earth,Bentonite                                         ,3500000.0
India,production,bentonite_and_fuller's_earth,Fuller's earth                                    ,730000.0
Indonesia,production,bentonite_and_fuller's_earth,Bentonite                                         ,6000.0
Iran,production,bentonite_and_fuller's_earth,Bentonite                                         ,1100000.0
Iraq,production,bentonite_and_fuller's_earth,Bentonite                                         ,6300.0
Italy,production,bentonite_and_fuller's_earth,Bentonite                                         ,65989.0
Japan,production,bentonite_and_fuller's_earth,Bentonite                                         ,420000.0
Kenya,production,bentonite_and_fuller's_earth,Bentonite                                         ,110.0
Korea (Rep. of),production,bentonite_and_fuller's_earth,Bentonite                                         ,5314.0
Korea (Rep. of),production,bentonite_and_fuller's_earth,Fuller's earth                                    ,71855.0
Mexico,production,bentonite_and_fuller's_earth,Bentonite                                         ,24000.0
Mexico,production,bentonite_and_fuller's_earth,Fuller's earth                                    ,0.0
Morocco,production,bentonite_and_fuller's_earth,Bentonite                                         ,188000.0
Morocco,production,bentonite_and_fuller's_earth,Fuller's earth                                    ,99000.0
Mozambique,production,bentonite_and_fuller's_earth,Bentonite                                         ,80189.0
New Zealand,production,bentonite_and_fuller's_earth,Bentonite                                         ,750.0
North Macedonia,production,bentonite_and_fuller's_earth,Bentonite                                         ,2196.0
Pakistan,production,bentonite_and_fuller's_earth,Bentonite                                         ,45000.0
Pakistan,production,bentonite_and_fuller's_earth,Fuller's earth                                    ,12000.0
Peru,production,bentonite_and_fuller's_earth,Bentonite                                         ,25532.0
Philippines,production,bentonite_and_fuller's_earth,Bentonite                                         ,650.0
Poland,production,bentonite_and_fuller's_earth,Bentonite                                         ,920.0
Romania,production,bentonite_and_fuller's_earth,Bentonite                                         ,45495.0
Russia,production,bentonite_and_fuller's_earth,Bentonite                                         ,50000.0
Senegal,production,bentonite_and_fuller's_earth,Attapulgite                                       ,201919.0
Slovakia,production,bentonite_and_fuller's_earth,Bentonite                                         ,275570.0
Slovenia,production,bentonite_and_fuller's_earth,Bentonite                                         ,77.0
South Africa,production,bentonite_and_fuller's_earth,Attapulgite                                       ,11957.0
South Africa,production,bentonite_and_fuller's_earth,Bentonite                                         ,85688.0
Spain,production,bentonite_and_fuller's_earth,Attapulgite                                       ,30653.0
Spain,production,bentonite_and_fuller's_earth,Bentonite                                         ,221495.0
Spain,production,bentonite_and_fuller's_earth,Sepiolite                                         ,531660.0
Turkey,production,bentonite_and_fuller's_earth,Bentonite                                         ,1658837.0
Turkey,production,bentonite_and_fuller's_earth,Sepiolite                                         ,65427.0
USA,production,bentonite_and_fuller's_earth,Bentonite                                         ,4300000.0
USA,production,bentonite_and_fuller's_earth,Fuller's earth                                    ,2000000.0
Ukraine,production,bentonite_and_fuller's_earth,Bentonite                                         ,180000.0
Uruguay,production,bentonite_and_fuller's_earth,Bentonite                                         ,16550.0
Uzbekistan,production,bentonite_and_fuller's_earth,Bentonite                                         ,48739.0
