Country,Activity,Commodity,Sub-commodity,2020
Australia,production,antimony_mine,,3903.0
Bolivia,production,antimony_mine,,2629.0
Burma,production,antimony_mine,,3800.0
Canada,production,antimony_mine,,2.0
China,production,antimony_mine,,64530.0
Ecuador,production,antimony_mine,,0.0
Guatemala,production,antimony_mine,,0.0
Honduras,production,antimony_mine,,10.0
Iran,production,antimony_mine,,5300.0
Kazakhstan,production,antimony_mine,,0.0
Kyrgyzstan,production,antimony_mine,,30.0
Laos,production,antimony_mine,,0.0
Mexico,production,antimony_mine,,136.0
Pakistan,production,antimony_mine,,0.0
Russia,production,antimony_mine,,17532.0
South Africa,production,antimony_mine,,
Tajikistan,production,antimony_mine,,22500.0
Thailand,production,antimony_mine,,0.0
Turkey,production,antimony_mine,,2570.0
Vietnam,production,antimony_mine,,388.0
