Country,Activity,Commodity,Sub-commodity,2020
Afghanistan,production,fluorspar,,4000.0
Argentina,production,fluorspar,,4800.0
Brazil,production,fluorspar,,18000.0
Bulgaria,production,fluorspar,,0.0
China,production,fluorspar,,4300000.0
Colombia,production,fluorspar,,0.0
Egypt,production,fluorspar,,1000.0
Germany,production,fluorspar,,64933.0
India,production,fluorspar,,1052.0
Iran,production,fluorspar,,50000.0
Kazakhstan,production,fluorspar,,88000.0
Kenya,production,fluorspar,,0.0
"Korea, Dem. P.R. of",production,fluorspar,,6000.0
Kyrgyzstan,production,fluorspar,,4000.0
Mexico,production,fluorspar,,914597.0
Mongolia,production,fluorspar,,127300.0
Morocco,production,fluorspar,,70000.0
Namibia,production,fluorspar,,0.0
Pakistan,production,fluorspar,,4000.0
Russia,production,fluorspar,,32000.0
South Africa,production,fluorspar,,320000.0
Spain,production,fluorspar,,185958.0
Thailand,production,fluorspar,,9807.0
Turkey,production,fluorspar,,19896.0
United Kingdom,production,fluorspar,,15000.0
Vietnam,production,fluorspar,,219920.0
