Country,Activity,Commodity,Sub-commodity,2020
Australia,production,tin_smelter,,112.0
Belgium,production,tin_smelter,,8980.0
Bolivia,production,tin_smelter,,10414.0
Brazil,production,tin_smelter,,16000.0
China,production,tin_smelter,,202910.0
India,production,tin_smelter,,0.0
Indonesia,production,tin_smelter,,58790.0
Japan,production,tin_smelter,,1529.0
Malaysia,production,tin_smelter,,22325.0
Peru,production,tin_smelter,,19585.0
Poland,production,tin_smelter,,3915.0
Russia,production,tin_smelter,,1500.0
Rwanda,production,tin_smelter,,900.0
Taiwan,production,tin_smelter,,3700.0
Thailand,production,tin_smelter,,11307.0
Vietnam,production,tin_smelter,,5500.0
