Country,Activity,Commodity,Sub-commodity,2020
Argentina,production,borates,,134604.0
Bolivia,production,borates,,258143.0
Chile,production,borates,,288103.0
China,production,borates,,250000.0
Iran,production,borates,,2500.0
Kazakhstan,production,borates,,500000.0
Peru,production,borates,,43645.0
Russia,production,borates,,80000.0
Turkey,production,borates,,2819111.0
USA,production,borates,,1300000.0
