Country,Activity,Commodity,Sub-commodity,2020
Algeria,production,iron_ore,,830000.0
Australia,production,iron_ore,,918063223.0
Austria,production,iron_ore,,3043237.0
Azerbaijan,production,iron_ore,,0.0
Bhutan,production,iron_ore,,14734.0
Bolivia,production,iron_ore,,26576.0
Bosnia & Herzegovina,production,iron_ore,,1427410.0
Brazil,production,iron_ore,,388000000.0
Canada,production,iron_ore,,60059572.0
Chile,production,iron_ore,,15553000.0
China,production,iron_ore,,845000000.0
Colombia,production,iron_ore,,588129.0
Egypt,production,iron_ore,,560000.0
Germany,production,iron_ore,,529400.0
Guinea,production,iron_ore,,644245.0
India,production,iron_ore,,204481000.0
Indonesia,production,iron_ore,,3500000.0
Iran,production,iron_ore,,91800000.0
Kazakhstan,production,iron_ore,,62865000.0
Korea (Rep. of),production,iron_ore,,575232.0
"Korea, Dem. P.R. of",production,iron_ore,,2500000.0
Laos,production,iron_ore,,1013042.0
Liberia,production,iron_ore,,4874409.0
Malawi,production,iron_ore,,5018.0
Malaysia,production,iron_ore,,5371411.0
Mauritania,production,iron_ore,,12515312.0
Mexico,production,iron_ore,,26000000.0
Mongolia,production,iron_ore,,9224400.0
Morocco,production,iron_ore,,51000.0
Namibia,production,iron_ore,,66164.0
Nepal,production,iron_ore,,0.0
New Zealand,production,iron_ore,,4000000.0
Nigeria,production,iron_ore,,127.0
Norway,production,iron_ore,,1600000.0
Pakistan,production,iron_ore,,620000.0
Peru,production,iron_ore,,8893972.0
Philippines,production,iron_ore,,42795.0
Russia,production,iron_ore,,100200000.0
Sierra Leone,production,iron_ore,,13000.0
South Africa,production,iron_ore,,55635308.0
Sweden,production,iron_ore,,39228000.0
Thailand,production,iron_ore,,113239.0
Tunisia,production,iron_ore,,171858.0
Turkey,production,iron_ore,,21454649.0
USA,production,iron_ore,,38100000.0
Uganda,production,iron_ore,,0.0
Ukraine,production,iron_ore,,78837700.0
Venezuela,production,iron_ore,,2600000.0
Vietnam,production,iron_ore,,5239000.0
