Country,Activity,Commodity,Sub-commodity,2020
Armenia,production,copper_smelter,,0.0
Australia,production,copper_smelter,,399292.0
Brazil,production,copper_smelter,,85400.0
Bulgaria,production,copper_smelter,,320000.0
Canada,production,copper_smelter,,290000.0
Chile,production,copper_smelter,,1206300.0
China,production,copper_smelter,,7700000.0
"Congo, Democratic Republic",production,copper_smelter,,107800.0
Finland,production,copper_smelter,,148438.0
Germany,production,copper_smelter,,312600.0
India,production,copper_smelter,,243200.0
Indonesia,production,copper_smelter,,276900.0
Iran,production,copper_smelter,,223300.0
Japan,production,copper_smelter,,1277303.0
Kazakhstan,production,copper_smelter,,319100.0
Korea (Rep. of),production,copper_smelter,,513900.0
Mexico,production,copper_smelter,,283683.0
Namibia,production,copper_smelter,,49392.0
Norway,production,copper_smelter,,20535.0
Oman,production,copper_smelter,,0.0
Pakistan,production,copper_smelter,,13200.0
Peru,production,copper_smelter,,342738.0
Philippines,production,copper_smelter,,247000.0
Poland,production,copper_smelter,,462868.0
Russia,production,copper_smelter,,815200.0
Serbia,production,copper_smelter,,88000.0
South Africa,production,copper_smelter,,10000.0
Spain,production,copper_smelter,,257700.0
Sweden,production,copper_smelter,,155000.0
Tanzania,production,copper_smelter,,10000.0
Turkey,production,copper_smelter,,78900.0
USA,production,copper_smelter,,315000.0
Uzbekistan,production,copper_smelter,,148000.0
Vietnam,production,copper_smelter,,19200.0
Zambia,production,copper_smelter,,750600.0
