Country,Activity,Commodity,Sub-commodity,2020
Australia,production,bauxite,,103626811.0
Bosnia & Herzegovina,production,bauxite,,619748.0
Brazil,production,bauxite,,32897800.0
China,production,bauxite,,62000000.0
Colombia,production,bauxite,,0.0
Croatia,production,bauxite,,14080.0
Dominican Republic,production,bauxite,,9475.0
Fiji,production,bauxite,,0.0
France,production,bauxite,,124000.0
Ghana,production,bauxite,,1162086.0
Greece,production,bauxite,,1428000.0
Guinea,production,bauxite,,87766199.0
Guyana,production,bauxite,,595943.0
Hungary,production,bauxite,,0.0
India,production,bauxite,,19700000.0
Indonesia,production,bauxite,,25860000.0
Iran,production,bauxite,,1170000.0
Ivory Coast,production,bauxite,,272300.0
Jamaica,production,bauxite,,7546139.0
Kazakhstan,production,bauxite,,4057800.0
Malaysia,production,bauxite,,594714.0
Montenegro,production,bauxite,,897057.0
Mozambique,production,bauxite,,6491.0
Pakistan,production,bauxite,,60000.0
Russia,production,bauxite,,5570000.0
Saudi Arabia,production,bauxite,,4945927.0
Sierra Leone,production,bauxite,,1301584.0
Solomon Islands,production,bauxite,,842000.0
Tanzania,production,bauxite,,0.0
Turkey,production,bauxite,,2399680.0
USA,production,bauxite,,16438.0
Venezuela,production,bauxite,,0.0
Vietnam,production,bauxite,,3120000.0
