Country,Activity,Commodity,Sub-commodity,2020
Afghanistan,production,chromium_ores_and_concentrates,,4500.0
Albania,production,chromium_ores_and_concentrates,,626627.0
Brazil,production,chromium_ores_and_concentrates,,500000.0
China,production,chromium_ores_and_concentrates,,30000.0
Finland,production,chromium_ores_and_concentrates,,1131336.0
India,production,chromium_ores_and_concentrates,,2863869.0
Iran,production,chromium_ores_and_concentrates,,250000.0
Kazakhstan,production,chromium_ores_and_concentrates,,6327000.0
Madagascar,production,chromium_ores_and_concentrates,,12400.0
Oman,production,chromium_ores_and_concentrates,,382100.0
Pakistan,production,chromium_ores_and_concentrates,,460000.0
Papua New Guinea,production,chromium_ores_and_concentrates,,113000.0
Philippines,production,chromium_ores_and_concentrates,,35112.0
Russia,production,chromium_ores_and_concentrates,,689000.0
South Africa,production,chromium_ores_and_concentrates,,13243231.0
Sudan,production,chromium_ores_and_concentrates,,9000.0
Turkey,production,chromium_ores_and_concentrates,,3100000.0
Zimbabwe,production,chromium_ores_and_concentrates,,1272139.0
