Country,Activity,Commodity,Sub-commodity,2020
Argentina,production,copper_refined,,14000.0
Australia,production,copper_refined,,426997.0
Austria,production,copper_refined,,129400.0
Belgium,production,copper_refined,,321400.0
Bolivia,production,copper_refined,,1800.0
Brazil,production,copper_refined,,109900.0
Bulgaria,production,copper_refined,,225000.0
Burma,production,copper_refined,,185000.0
Canada,production,copper_refined,,276100.0
Chile,production,copper_refined,,2329300.0
China,production,copper_refined,,10025300.0
"Congo, Democratic Republic",production,copper_refined,,1138200.0
Cyprus,production,copper_refined,,0.0
Egypt,production,copper_refined,,4000.0
Finland,production,copper_refined,,145847.0
Germany,production,copper_refined,,643000.0
India,production,copper_refined,,697109.0
Indonesia,production,copper_refined,,278377.0
Iran,production,copper_refined,,280000.0
Italy,production,copper_refined,,1500.0
Japan,production,copper_refined,,1580086.0
Kazakhstan,production,copper_refined,,477016.0
Korea (Rep. of),production,copper_refined,,657000.0
Laos,production,copper_refined,,39730.0
Mexico,production,copper_refined,,415100.0
Mongolia,production,copper_refined,,9488.0
Namibia,production,copper_refined,,10641.0
North Macedonia,production,copper_refined,,722.0
Norway,production,copper_refined,,20535.0
Oman,production,copper_refined,,0.0
Peru,production,copper_refined,,256322.0
Philippines,production,copper_refined,,220900.0
Poland,production,copper_refined,,560364.0
Russia,production,copper_refined,,1055000.0
Serbia,production,copper_refined,,70900.0
South Africa,production,copper_refined,,10000.0
Spain,production,copper_refined,,399700.0
Sweden,production,copper_refined,,225987.0
Turkey,production,copper_refined,,126100.0
USA,production,copper_refined,,918000.0
Ukraine,production,copper_refined,,24335.0
Uzbekistan,production,copper_refined,,148000.0
Vietnam,production,copper_refined,,19200.0
Zambia,production,copper_refined,,378400.0
Zimbabwe,production,copper_refined,,0.0
