Country,Activity,Commodity,Sub-commodity,2020
Afghanistan,production,barytes,,500.0
Algeria,production,barytes,,52000.0
Argentina,production,barytes,,0.0
Australia,production,barytes,,0.0
Bolivia,production,barytes,,9611.0
Brazil,production,barytes,,100000.0
Bulgaria,production,barytes,,70000.0
Burma,production,barytes,,12500.0
Canada,production,barytes,,30000.0
China,production,barytes,,2500000.0
Colombia,production,barytes,,1413.0
Egypt,production,barytes,,4000.0
Georgia,production,barytes,,0.0
Germany,production,barytes,,26656.0
Guatemala,production,barytes,,0.0
India,production,barytes,,1500000.0
Iran,production,barytes,,220000.0
Italy,production,barytes,,3000.0
Kazakhstan,production,barytes,,530000.0
Laos,production,barytes,,96278.0
Malaysia,production,barytes,,16000.0
Mexico,production,barytes,,372262.0
Morocco,production,barytes,,1000000.0
Nigeria,production,barytes,,544.0
Pakistan,production,barytes,,110000.0
Peru,production,barytes,,5242.0
Russia,production,barytes,,160000.0
Slovakia,production,barytes,,6000.0
Thailand,production,barytes,,22394.0
Tunisia,production,barytes,,0.0
Turkey,production,barytes,,283161.0
USA,production,barytes,,450000.0
United Kingdom,production,barytes,,50000.0
Vietnam,production,barytes,,50000.0
Zimbabwe,production,barytes,,200.0
