Country,Activity,Commodity,Sub-commodity,2020
Australia,production,cobalt_mine,,5632.0
Botswana,production,cobalt_mine,,0.0
Brazil,production,cobalt_mine,,0.0
Canada,production,cobalt_mine,,4279.0
China,production,cobalt_mine,,2500.0
"Congo, Democratic Republic",production,cobalt_mine,,85856.0
Cuba,production,cobalt_mine,,5500.0
Finland,production,cobalt_mine,,1559.0
Indonesia,production,cobalt_mine,,350.0
Madagascar,production,cobalt_mine,,963.0
Morocco,production,cobalt_mine,,2416.0
New Caledonia,production,cobalt_mine,,2197.0
Papua New Guinea,production,cobalt_mine,,2941.0
Philippines,production,cobalt_mine,,3600.0
Russia,production,cobalt_mine,,5700.0
South Africa,production,cobalt_mine,,960.0
USA,production,cobalt_mine,,600.0
Vietnam,production,cobalt_mine,,0.0
Zambia,production,cobalt_mine,,367.0
Zimbabwe,production,cobalt_mine,,956.0
