Country,Activity,Commodity,Sub-commodity,2020
Belgium,production,indium_refinery,,20.0
Brazil,production,indium_refinery,,5.0
Canada,production,indium_refinery,,61.0
China,production,indium_refinery,,500.0
France,production,indium_refinery,,40.0
Italy,production,indium_refinery,,5.0
Japan,production,indium_refinery,,70.0
Korea (Rep. of),production,indium_refinery,,100.0
Peru,production,indium_refinery,,10.0
Russia,production,indium_refinery,,7.0
