Country,Activity,Commodity,Sub-commodity,2020
Argentina,production,mica,,0.0
Brazil,production,mica,,11000.0
Canada,production,mica,,15000.0
China,production,mica,,95000.0
Colombia,production,mica,,0.0
Finland,production,mica,,7247.0
France,production,mica,,19000.0
India,production,mica,,1000.0
Iran,production,mica,,1200.0
Korea (Rep. of),production,mica,,20983.0
Madagascar,production,mica,,70000.0
Malaysia,production,mica,,4083.0
Mexico,production,mica,,600.0
Russia,production,mica,,4500.0
South Africa,production,mica,,176.0
Spain,production,mica,,5000.0
Sri Lanka,production,mica,,1500.0
Taiwan,production,mica,,3186.0
Turkey,production,mica,,4139.0
USA,production,mica,,35000.0
