Country,Activity,Commodity,Sub-commodity,2020
Australia,production,zirconium_minerals,,434339.0
Brazil,production,zirconium_minerals,,20000.0
China,production,zirconium_minerals,,33500.0
India,production,zirconium_minerals,,10000.0
Indonesia,production,zirconium_minerals,,64000.0
Kenya,production,zirconium_minerals,,32224.0
Madagascar,production,zirconium_minerals,,25300.0
Malaysia,production,zirconium_minerals,,157.0
Mozambique,production,zirconium_minerals,,78138.0
Nigeria,production,zirconium_minerals,,500.0
Russia,production,zirconium_minerals,,6000.0
Senegal,production,zirconium_minerals,,59000.0
Sierra Leone,production,zirconium_minerals,,6600.0
South Africa,production,zirconium_minerals,,320000.0
Sri Lanka,production,zirconium_minerals,,419.0
USA,production,zirconium_minerals,,90000.0
Ukraine,production,zirconium_minerals,,22000.0
Vietnam,production,zirconium_minerals,,3000.0
