Country,Activity,Commodity,Sub-commodity,2020
Bulgaria,production,tellurium_refined,,3.0
Canada,production,tellurium_refined,,23.0
China,production,tellurium_refined,,460.0
Japan,production,tellurium_refined,,50.0
Russia,production,tellurium_refined,,55.0
Sweden,production,tellurium_refined,,42.0
